id,nombre,grupo,descripcion
2233653906,SintropÌ?a,otros,"Instituto de Estudios EstratÌ©gicos y PolÌ?ticas PÌ¼blicas.

Desarrollamos proyectos que promueven la coincidencia polÌ?tica para la transformaciÌ?n de #MX"
2717835254,RaÌ¼l Sendic,otros,"Si fuÌ©ramos capaces de unirnos, que hermoso y cercano serÌ?a el futuro!"
2239282612,Juan JosÌ© Lafaurie,otros,Dios por siempre! Conservador y de Derecha.     Instagram: juanjoselafaurie
2721669233,Paula Tamayo,otros,"Mujer, madre, esposa, psicÌ?loga, ciudadana de MedellÌ?n. #PoderFemenino #EsTiempoDeLasMujeres"
2246562272,Maye LÌ?pez,otros,"LÌ?der social y ambiental. Integrante @ComiteSanturban. AquÌ? se defiende #SanturbÌÁn, el agua y el ?ÙÎ?. Est Mg en gestiÌ?n y polÌ?ticas pÌ¼blicas."
2726937249,Santiago ?Ùİü,otros,Mis tuits son un popurrÌ? de mis pensamientos
2246979255,BogotÌÁ Segura CD,otros,0
2740908465,Francisco MaltÌ©s Tello,otros,"Presidente de la CUT Colombia.
Luchando por trabajo decente."
2247822258,NoticiasDeIsrael?Ùà¨?Ùà±,Mediocomunicacion,Las noticias de Israel en espaÌ±ol las 24 horas al dÌ?a en directo.
2746711039,Alexandra LÌ¼garo,otros,Directora Ejecutiva y LÌ?der de PolÌ?tica PÌ¼blica del Centro de InnovaciÌ?n EstratÌ©gica de Foundation for Puerto Rico.
2247945474,Saul Cortes S,otros,Subdirector Local IntegraciÌ?n Social Suba-Movimientos Sociales Urbanos
2757888010,Neyla Hernandez,otros,"mamerta desde el vientre de mi madre ,trabajadora independiente y luchadora por los derechos humanos"
2249029266,NotiSegovia,Mediocomunicacion,"Noticias del municipio del Nordeste antioqueÌ±o, Segovia"
2766043185,Mujeres X Sus HÌ©roes,otros,"Somos, Madres, Esposas y familia de militares y policÌ?as, HÌ©roes de la Patria que dia a dÌ?a son asesinados, mutilados, desaparecidos, detenidos y olvidados..."
2249440891,Common Good forum,otros,"#Knowledge #BridgeBuilder
#Governance #Management 
#Philosophie  #Biencommun  #PensÌ©ecomplexe
#Droit   #Ethics   #DÌ©veloppementdurable #ODD #SDGs"
2778548219,Andres Felipe Arcos,otros,Amo el capitalismo ?Ùİ @elbogotano
2250278832,FundaciÌ?n Paz & ReconciliaciÌ?n,otros,"Centro de Pensamiento sobre el Conflicto Armado, Paz y Postconflicto"
2790057867,Liveuamap MiddleEast,otros,https://t.co/WC9DK0p98U - interactive news map platform - Middle East edition. https://t.co/kcA1cymzlA
2252550380,Prensa Navarro Wolff,Politico,Cuenta oficial del equipo de prensa y redes sociales del senador Antonio Navarro Wolff.
2793394894,Mauricio RodrÌ?guez C,otros,"Presidente de CO2CERO, EcoLogic. Solo empredimientos sostenible a. Mejor hacer que hablar. Presidente AsoCarbono y miembro junta Fedemaderas"
2253843594,JuliÌÁn RodrÌ?guez Sastoque,otros,"Concejal de BogotÌÁ 2020-2023 @PartidoVerdeCOL?ÙÎÈ| Presidente #ComisiÌ?nDeGobierno |Economista @UNColombia | Juventud, Ambiente, Paz,EducaciÌ?n | Prensa: 3142832467"
2798502606,William SÌÁnchez,otros,"Hablar con honestidad pensar con sinceridad y actÌ¼ar con integridad, aficionado al MTB"
1396962980,Dignidad Papera,otros,"OrganizaciÌ?n colombiana de productores de papa que luchan por la SOBERANÌA ALIMENTARIA, el derecho a la producciÌ?n y al trabajo digno y honrado."
2801175694,Frente Amplio PorPaz,otros,0
2260207265,Juventudes CD,otros,"Cuenta Oficial Juventudes Centro DemocrÌÁtico | JÌ?venes con Mano Firme, CorazÌ?n Grande."
2802279178,Preferente Mercadeo Ciudadano,otros,La clave de la estrategia estÌÁ en el sentir de la gente. Preferente Mercadeo Ciudadano estudia a la opiniÌ?n pÌ¼blica y construye influencia 1 a 1.
2264518987,Telegram en espaÌ±ol,otros,"Simple, rÌÁpido, seguro y sincronizado en todos tus dispositivos. Una de las 10 apps mÌÁs utilizadas en el mundo, con mÌÁs de 500 millones de usuarios activos."
1423824241,TIERRA SANA,otros,"Difundiendo mensajes sobre #ECOLOGIA y #MEDIOAMBIENTE.Alentamos #ENERGIAS limpias, #AGRICULTURA sostenible y la defensa de la #BIODIVERSIDAD y la #NATURALEZA"
2275053497,Patricia Ercole,Politico,Actriz - Bailarina - Artista Performance BiÌ?loga javeriana. Gyrotonic Trainer Embajadora de buena voluntad AeA amor y respeto a la naturaleza y a los Animales
2816433530,Al Mayadeen EspaÌ±ol,otros,Creemos en el principio de la realidad tal y como es. Nos comprometimos con la informaciÌ?n independiente. Desde el mundo ÌÁrabe nos acercamos a ti.
2281452758,Carolina Agudelo,Politico,"Alcaldesa de la Localidad de #Kennedy Administradora pÌ¼blica de la @ESAPOficial 

La Ì¼nica forma de cumplir tus sueÌ±os es hacerlo por ti mismo."
2825483244,Daniel Bejarano,otros,"Ciudadano,
opiniones personales."
2282656268,La Tabla,Periodista,"#periodismodedatos #datosabiertos
#LaTabla Premio Nacional de Periodismo #Venezuela 2016
Aportes/Donaciones: MD o correo
latablablog@gmail.com
FB, IG y Tumblr"
2830613548,DÌ?a Sexto,otros,Cuenta oficial tras el cierre de @diasexto86. Integrante de @sonsofaguirre a tiempo parcial.
2283735846,Rai Italia,otros,"Programmi originali e il meglio delle produzioni Rai per gli italiani che vivono in America, Asia, Australia e Africa - #RaiItalia"
2835451658,Andy NgÌ« ?Ù?•ü‰Û?ÙÎö,otros,Author of NYT bestseller ‰ÛÏUnmasked.‰Û Editor-at-large: @TPostMillennial. Telegram: https://t.co/Mb6S5iLdPm; Join & support me on Locals: https://t.co/kg6blX2RnH
2288138575,PODEMOS,otros,"#UnGobiernoContigo
Una repÌ¼blica solidaria y plurinacional.
?ÙÒ? Telegram: https://t.co/abl4MX7MrL
?ÙÒ© SubscripciÌ?n por DM: https://t.co/fj7cuenKM2"
2841634906,Al Colegio en Bici,otros,Proyecto entre @educacionbogota y @sectormovilidad para promover una ciudad educadora que usa la bici como medio de transporte para una movilidad sostenible.
2289902753,Roman Vega Romero,otros,0
2847221717,John Ratcliffe,otros,Leader of the U.S. intelligence community as 6th Director of National Intelligence of the United States. Former Member of Congress and U.S. Attorney from Texas.
2292454922,Alexis Tsipras,otros,International account of the President of @syriza_gr
2853492725,AnÌÁlisis Urbano,Mediocomunicacion,"Noticias de Colombia y el mundo.
Denuncia, anÌÁlisis e investigaciÌ?n  del crimen urbano-rural y el crimen trasnacional.
Darle rostro al crimen es la tarea."
2292841237,CenDemocrÌÁticoBogotÌÁ,otros,Centro DemocrÌÁtico es seguridad para BogotÌÁ.
2864829987,Soy Cabal,otros,0
2296148125,Las Digitales,otros,0
2867219829,NicolÌÁs CastaÌ±eda GarcÌ?a,otros,Estudiante de Derecho y Gobierno y RR II / Caballista?Ù« / Joven con la intenciÌ?n de construir PaÌ?s ?Ùà¬?Ùà«
2297757072,‰?Á•üNarÌ¨nÌ»‰?Á•üBerÌ¤em‰÷Û•ü,otros,_____ÌÏslubun Kimli€Ùindir____
1436400703,Manuel Dammert,otros,Porque mi patria es hermosa la defiendo con mi vida. Ex congresista de la RepÌ¼blica.
2298783092,#GuajiraConZuluaga,otros,"#RetomandoElRumbo la Guajira Esta Con #OIZuluaga Presiedente,Somos un Grupo de JÌ?venes Queriendo Un PaÌ?s Mejor"
1436877912,Centro DemocrÌÁtico,otros,Centro de Pensamiento EstratÌ©gico de CÌ?rdoba.
2301937524,tatiana roa avendaÌ±o,otros,"Activista, ambientalista, jardinera y recicladora.  
Censat Agua Viva https://t.co/zgSRNHCdV4 
https://t.co/T44Tv4wNNC
Candidata a doctora Cedla-U. Amsterdam
https://t.co/5I2Wfg32nY"
2880360802,Chumi CastaÌ±eda,otros,?ÑĞ?Ñ??ÑÈ?Ñ¡?Ñ??Ñá?Ñ¨?Ñ? ?Ñ±?Ñ? ?Ñ¥?÷â?Ñ¡?Ñ¨?ÑÀ?Ñ¨?Ñ¼?Ñ¨?ÑÈ?Ñ«?Ñ¨ ?Ù¨?ÙÂ?Ù¨?ÙÂ-?Ù¨?ÙÂ?Ù¨?Ùø ?ÑĞ?Ñ??ÑÈ?÷?ÑÀ?Ñ? ?ÑÑ?Ñ??Ñ¼?Ñ??Ñ¡?ÑÀ?Ñ¨í?÷?Ñ¦?Ñ¡?Ñ?
2301954715,JosÌ© David GuzmÌÁn,otros,Socio Director Unidad de Prospectiva e InnovaciÌ?n - Change AmÌ©ricas
2891161305,Anarquismo en pdf ?Ù?•ü‰Û‰?¤•ü #LaFAGCSomosTodes,otros,AEP es un proyecto sin ÌÁnimo de lucro para reunir y difundir todo el material anarquista existente: https://t.co/voWSLWWnSR
2303159468,Ibett Guerrero,Periodista,"Comunicadora Social - Periodista, Especialista en ComunicaciÌ?n Organizacional. U. Autonoma del Caribe. Nacida en Barranquilla, Colombia."
2895269339,Luis German Rubiano F.,otros,"Director General de El Meridiano y El Propio, en Sucre // Grupo de Comunicaciones El Meridiano."
2305672974,SUSANAARENAS,otros,"CALEÌÔA, antisantista, antipetrista, antiJep, mujer de principios morales a la antigua, trabajo en la mejor empresa del mundo. No DM"
2910853983,CTXT,Periodista,Revista Contexto y AcciÌ?n. Periodismo en libertad. SUSCRÌBETE en https://t.co/LxFK4v4Fvp  ?Ù¤SÌ?guenos en https://t.co/BzyXbhTdi5
2306958854,Joan Baez,otros,"Joan  BÌÁez cantante de mÌ¼sica folk, Reina de la canciÌ?n protesta. Con por una voz potente, prÌ?xima a la de soprano, es la mÌÁxima figura de la canciÌ?n protesta"
1440216992,Daniel Sierra Cabrera,otros,"Daniel Sierra Cabrera, Contador PÌ¼blico, especialista en finanzas personales, socio fundador de LION CONTADORES S.A"
2308504212,Dario Hidalgo?Ùà¬?Ùà«,otros,"Investigador y practicante de la movilidad sostenible
FundaciÌ?n VisiÌ?n Cero 3
#YoMeMuevoBOG #UsaCubrebocas #NoParesLaVida
PeatoCicloBusiCableMetroDotista"
2926389669,?Ùà¬?Ùà«?Ù??Ù?Kathe Locarno?Ù??Ù?,otros,"Siempre por la derecha. Por ser lÌ?gica me dicen soberbia y terca, pero no me importa con tal de no caer en las incoherencias de los zurdos....  ?Ùª?ÙÈ?Ùà¬?Ùà«‰÷¥•ü?Ùá?ÙÔÊ?ÙÔÑ"
2313733406,The D-Day Story,otros,"Telling The D Day Story through the lives of the people who were there.
The epic made personal. The personal made epic."
2935805182,Lidy RamÌ?rez,otros,"Lidereza, progresista, profeminista y amante de la yuca con suero!"
2315823594,Juan Forero,otros,"South America bureau chief, The Wall Street Journal"
2938831635,Pastor Alape Lascarro,otros,Delegado de @ComunesCol al Consejo Nacional de ReincorporaciÌ?n (CNR). Edificando la paz desde el corazÌ?n de los territorios. #DefendamosLaPaz
2316099711,Carmenza Betancourth,otros,0
2946543660,Club de los Viernes,otros,"Movimiento en defensa de las libertades civiles, el derecho de propiedad y el Estado limitado. #CdV administracion@elclubdelosviernes.org"
2316246829,Dr. Lynn J Anderson,otros,"Patriot, Family Man & Believe In JesusChrist/Retired Colonel USArmy/Father Navy WWII/Brother Marine VietNam/5GGFather killed,RevolutionaryWar/ 
#MAGA #TRUMP2024"
1445367414,Alejandro Osorio,otros,"Abogado Magister en Desarrollo Organizacional, Especialista en Gerencia, Derecho Comercial y GestiÌ?n PÌ¼blica"
2321328781,Alejandro Villanueva,otros,"DesIgual, La Direkta, La OrejaRoja, La Nueva Prensa
Pedagogo reeducativo"
2958686675,MonterÌ?a Radio 38å¡,otros,La radio virtual de MonterÌ?a y el Departamento de CÌ?rdoba. https://t.co/BNcet2ld4i
2322374534,L'Altra Europa,otros,Account ufficiale della lista l'Altra Europa con Tsipras
2964949642,Martha McSally,otros,First female fighter pilot to fly in combat. Veteran. Dog mom to Boomer.
2322527792,Colombian Herald,otros,"News, features and analysis of Colombia and the world for non-spanish speakers"
2977101455,Progresistas Popayan,otros,åÁåÁåÁProgresistas Popayan!!! ... Es el inicio de una nueva generaciÌ?n de Caucanos conscientes de su voto. De que mi voto como Ciudadano no puede ser influenciado.
2322760729,john A. Elac,otros,"Adjunct Professor, Married to a Beautiful Colombian Lady also Tennis Player and Catholic Also help to promote a Colombian religious painting in my free time"
2992138403,ONU Cambio ClimÌÁtico,otros,"Cuenta oficial de ONU Cambio ClimÌÁtico. TambiÌ©n en inglÌ©s @UNFCCC, francÌ©s @CCNUCC, alemÌÁn @UNKlima y ruso @RKIKOON. Nuestra Secretaria Ejecutiva es @PEspinosaC"
2323888040,AfrofÌ©minas,otros,Comunidad para mujeres afrodescendientes y racializadas de habla hispana. Puedes colaborar comprando en nuestra tienda https://t.co/JFzxAzgrjO‰Û?
2992910422,Construir Comunidad,otros,Comunicaciones
2324289248,ContraTerrorismo ?Ùà»?Ùàü,otros,Con los terroristas sÌ?lo hay que negociar el color de los barrotes de su celda (Gregorio OrdÌ?Ì±ez)
2999755353,El Campesino,otros,PeriÌ?dico digital que forma e informa acerca del campo colombiano.
2327273022,Brigadier General. Diego Rosero Giraldo,otros,Cuenta oficial de la PolicÌ?a Metropolitana de Barranquilla. #EsUnHonorSerPolicÌ?a
3004316116,?Ù?ã,otros,RomÌÁntica ?ÙÎ¼
2328646824,Movimiento MAIS,otros,"Somos Movimiento Alternativo IndÌ?gena y Social MAIS. 
Incluyente y articulador de procesos Ì©tnicos y sociales que trabaja por la transformaciÌ?n de Colombia."
3016241603,Carlos Meisel,Politico,"Senador de la RepÌ¼blica 2018-2022
Amante y creyente de la RepÌ¼blica de Colombia ?Ùà¬?Ùà«
Centro DemocrÌÁtico
#UnCorazÌ?nMÌÁsGrande"
2330849761,La Noche NTN24,otros,"Directora @CGurisattiNTN24 | Subdirector @JeffersonNTN24 | VÌ©anos en @NTN24 a las 6 p.m. (BogotÌÁ, Miami) / 7 p.m. (Caracas)"
3020613448,?Ùà¬?Ùà« EMPLEOS en #BUCARAMANGA,otros,"?Ùà¬?Ùà« Compartimos OFERTAS LABORALES en #Bucaramanga
(no somos bolsa de empleo o intermediarios)

?ÙÕ? https://t.co/jzeHUcFL24

 ?ÙÒ¢ Somos 41 MIL en Fbook ‰ÂàÌ?NETE‰Âà"
2335368354,Usuarios SITP,otros,Esta es la cuenta oficial del Colectivo de Usuarios de #BogotÌÁ #SITP Escribenos Whatsapp/Telegram +57 302 3302195
3025084019,Deyanira Rico,otros,"Abogada, postgrados penal y Constitucional Administrativo, amo la vida y la libertad, son derechos que no se pueden perder."
2337088195,John Jairo CÌÁrdenas,Politico,#CÌÁrdenasPorLaGente | Representante a la CÌÁmara por el #Cauca | Gestor de Paz ?Ù¥? | Miembro ComisiÌ?n Asuntos EconÌ?micos ~ ComisiÌ?n de Acusaciones.
3026645264,?Ù¤??ÙÈKarla Debedout?ÙÔü?ÙÈ,otros,Uso solo esta red social. #OnlyTwitter #F4F
2337473174,anarchytect,otros,anarchytecture from scarcity
3028829008,gerly palacios,otros,0
2343319630,Lo Mejor de La MÌ¼sica CatÌ?lica,otros,MÌ¼sica Con PropÌ?sito tras las huellas de JesÌ¼s
3033369418,Oiga Noticias,Mediocomunicacion,Noticias - hechos - realidad - verdad.         Correo: oiganoticias@gmail.com
2349006565,VOX Noticias ?Ùà»?Ùàü,otros,"Perfil oficial de informaciÌ?n de @vox_es | Libertad, identidad, soberanÌ?a, familia, valores, justicia y democracia | #EspaÌ±aSiempre"
3037459757,Valentina Alvarado,otros,Estudiante de Comunucaciones de la Universidad de la Sabana
2349409579,Leonard Reyes,otros,"Historia+#GeopolÌ?tica | #RealPolitik #CognitioIgnitioRebellium | #SystemsThinking ProWest | #SistemasComplejos | Defensa, PT, #OSINT, Warfare (no en ese orden)"
3039354887,Gonzalo Guarin vivas,otros,"MÌ©dico Cirujano. Universidad MÌ©xico Americana del Norte.
Medicina General Integrada- colegio Nacional de Medicina.
MÌÁster Medicina BiolÌ?gica."
2352251214,PeriÌ?dico 15,Periodista,"Desde Bucaramanga, Santander. Laboratorio de Periodismo de @ComSocial_unab Universidad AutÌ?noma @unab_online. #PeriodismoUniversitario @RedPeriodismoU"
3041729411,Diana SÌÁnchez Lara,otros,Defensora de Derechos Humanos y la Paz de Colombia. Directora de la @asociacionminga.  Vocera la plataforma de DDHH @coeuropa. Opiniones personales.
2352629311,Josh Hawley,otros,"Constitutional lawyer, husband to Erin, Dad to Elijah, Blaise and Abigail, US Senator from Missouri"
3044752787,quehago.com.co,otros,Quisieras conocer los 10 Mejores Planes para realizar en tu Ciudad cada dÌ?a! InscrÌ?bete Totalmente GRATIS!
2353605901,Ronna McDaniel,otros,"@GOP Chairwoman | Wife, mother of two"
3058981246,LucÌ?a Topolansky,Politico,Senadora de la RepÌ¼blica Oriental del Uruguay (Cuenta administrada por equipo de comunicaciÌ?n)
2359916634,Libertario,otros,"La libertad no es refugio, es intemperie. Lobo estepario, jamÌÁs cordero.
#Bitcoin"
3060302850,Fund. Carlos Pizarro,otros,0
2360343326,David PÌ©rez Uribe,otros,0
3071143787,JÌ?venes con Horacio JosÌ©,otros,Somos jÌ?venes que apoyamos a Horacio JosÌ© Serpa. Trabajamos con la gente en las ciudades y municipios para transformar ?ÙÕø% a nuestra amada Colombia.
2364388706,Prensa MarÌ?a Corina,otros,Equipo de prensa de MarÌ?a Corina Machado (@mariacorinaya) / @ventevenezuela
3078381021,Obras de BogotÌÁ,Mediocomunicacion,Noticias y avances de obras de iniciativa pÌ¼blica y privada de la ciudad de BogotÌÁ. Foto portada: Leonardo Villa.
2366505163,Ruana Rebelde,otros,0
3081378972,MarÌ?a JosÌ© CastaÌ±o,Politico,Abogada / Consultora en comunicaciones- PR/ MaestrÌ?a en Periodismo @ceper_uniandes / Lectora / Embajadora de @LaTornamesa ?ÙÊ?ÙÒ??ÙÒĞ
2366596837,Besos X BogotÌÁ,otros,"Movimiento ciudadano de ideas progresistas basado en la fuerza de la no violencia, gestor de la apertura del San Juan de Dios y de la Primavera Colombiana."
3083004247,Marlon DÌ?az,otros,"Abogado penalista con vocaciÌ?n humanista; docente universitario y litigante. Conjuez TS BogotÌÁ SP, V/pte @CPenalistas y miembro OPI Licenciamiento @Dimayor"
2373801459,For The Veterans?Ùà¼?Ùàü,otros,"Dedicated to America's Veterans, Law Enforcement Officers, and Heroes?Ùà¼?Ùàü?Ùà¼?Ùàü?Ùà¼?Ùàü"
3088563629,Reserva Fontanar,otros,0
2374745089,redacted tonight,otros,The most radical comedy news show out there!
3090143362,Juan Carlos VÌ©lez ,Politico,"Candidato a la AlcaldÌ?a de MedellÌ?n por el Partido Centro DemocrÌÁtico. Ex senador de la RepÌ¼blica, Ex Director de la AeronaÌ¼tica Civil, Ex concejal de MedellÌ?n."
2375590921,ONUMujeresCol,otros,@ONUMujeres es la agencia de las Naciones Unidas para la igualdad de gÌ©nero y el empoderamiento de las mujeres. Tuits desde nuestra oficina en Colombia.
3091278735,Museo de BogotÌÁ,otros,"?ÙÕÁMiramos el #presente de #BogotÌÁ y las formas en las que vivimos juntos la ciudad, sin miedo, y afrontamos las dificultades de manera creativa y solidaria."
2381350033,Conpazcol ?Ùà¬?Ùà«‰?Ê•ü#SOSColombiaDDHH,otros,"AsociaciÌ?n de Comunidades afrodescendientes, campesinas e indÌ?genas, unidxs por la defensa de los DDHH y la construcciÌ?n de paz #DesdeLosTerritorios"
3092609308,Inti Asprilla,Politico,Representante a la CÌÁmara por BogotÌÁ 2018 - 2022 Partido Alianza Verde ?ÙÎÈ
2385620495,OnlyTrue,otros,"‰Ï?‰Ï?‰Ï??Ù?Ù?Ù?ÙÎ??ÙÎ??ÙÎ? De BoyacÌÁ en los Campos, orgulloso de mis ancestros guerreros indÌ?genas, creo firmemente en la paz como motor del florecimiento humano.?Ù¥??Ù¥??Ù¥?"
1455449840,Jaime Urrego,otros,Director de Salud Publica de la Secretaria Distrital de Salud. BogotÌÁ - Colombia
2385963636,Hors SÌ©rie,otros,Un site d'entretiens filmÌ©s avec de la vraie critique dedans...
3096601247,HÌ©ctor ElÌ?as Pineda Salazar,otros,"HÌ©ctor ElÌ?as Pineda Salazar, premio nacional de cuentos Caro y Cuervo 2018, Constituyente de 1991"
2386649556,Catalan Government,otros,Government of Catalonia. This account diffuses the day to day of the executive and its political positions. https://t.co/IBHlQsqWFW
3108269314,PÌJAROS DE VERANO,otros,La nueva pelÌ?cula de los creadores de EL ABRAZO DE LA SERPIENTE y LOS VIAJES DEL VIENTO.  Estreno 2018.
2387071748,BogotÌÁ histÌ?rica,otros,Retazos histÌ?ricos de la BogotÌÁ de antaÌ±o
3116308811,Tejedoras de Vida,otros,"Somos una Red de Organizaciones de Mujeres que busca promover el respeto por los Derechos Humanos con una perspectiva de GÌ©nero en Putumayo, Colombia."
2388276732,Politica.PE,otros,0
3130011701,Manuel JosÌ© RincÌ?n D,otros,"Autor de #PrincesasEnAmsterdam, Cuentos y pasiones del cielo y Una daga en Alexanderplatz. Ganador del Concurso Nacional de Cuento - Ciudad de BogotÌÁ 2006"
1398259112,Banco Agrario,otros,Somos los promotores del desarrollo y la inclusiÌ?n financiera de la poblaciÌ?n rural colombiana. åÁBienvenidos a la cuenta oficial del Banco Agrario de Colombia!
3130928453,CUBADECIDE,otros,Iniciativa ciudadana
2391981716,AnonimousGNV,otros,Como un medio para mantener informado a nuestra gente de la organizaciÌ?n y coordinaciÌ?n para lograr el cambio como sea del narcoregimen usurpador
3132865064,Santa Fe Digna,otros,AquÌ? se estÌÁ gestando cambio social.
2393323908,CJ Pearson,otros,"Host, CJ Pearson UNCENSORED Podcast | President, @FreeThinkerProj | The University of Alabama"
3148728906,SIGNO ARIES‰ªö,otros,"Los #ARIES son muy transparentes. Se muestran como son. Sienten una cosa la dicen, quieren algo, lo hacen. 
‰?Á•ü@HorosRD ?ÙÓ«"
2396994000,CD La Victoria Valle,otros,0
3152536335,Victor M. DueÌ±as,Periodista,Periodista ?Ùà¬?Ùà¼ | Presidente de la @NGFoundationNL  | Luchador contra el #Socialismo | Capitalista | Liberal | Promotor de @CUBADECIDE
2399445835,Caracol Radio Bucaramanga,Mediocomunicacion,"CUENTA OFICIAL / Noticias de Bucaramanga y Santander

?ÙÒÈ  880AM  - 99.2FM  

LlÌÁmenos y escrÌ?banos ?ÙÔà

‰÷?•ü 6708833 - 6708822 
?ÙÒ? WhatsApp: 3212014828"
3163140074,La NiÌ±a Maya,otros,Mi paz interior estÌÁ en guerra. VÌ?ctima de las FARC. Amo la literatura porque me ayuda a vivir.
2399902880,MarÌ?a Isabel Rueda,Periodista,"Esta es mi cuenta oficial, conectada a todos mis artÌ?culos en @ElTiempo. #Abogada y #Periodista #PolÌ?tica de #Colombia."
3171885767,HernÌÁn PelÌÁez Restrepo,Periodista,"Perfil oficial de HernÌÁn PelÌÁez Restrepo, Ingeniero QuÌ?mico y Periodista."
2409440906,Liga Peatonal,otros,ONG cuyo objetivo es transformar las ciudades en beneficio de las y los peatones. Funcionamos como una red en todo MÌ©xico.
3174687136,Juan Pablo Ortega,otros,CaleÌ±o. PolitÌ?logo y Comunicador | Javeriana. Trabajo por el desarrollo del Valle en ProPacÌ?fico. Opiniones personales.
2411158177,Cerrejon Colombia,otros,"Somos una de las operaciones mineras de exportaciÌ?n de carbÌ?n a cielo abierto mÌÁs grandes del mundo, un importante actor de la economÌ?a en Colombia."
3178649582,Imagina BogotÌÁ,Periodista,Muchas historias acompaÌ±an a nuestra ciudad. Imagina BogotÌÁ busca contarlas con su participaciÌ?n. Urbanismo/Cultura /PolÌ?tica/Ambiente/Periodismo
2411189576,CiclovÌ?a BogotÌÁ,Mediocomunicacion,"Espacio dedicado a los amantes de la ciclovÌ?a en la ciudad de BogotÌÁ. AquÌ? encontraras noticias, novedades, gadgets para tu bici, y mucho mÌÁs."
3192702273,Media MaratÌ?n de Bga,otros,Media MaratÌ?n de Bucaramanga
2411541594,ThaniaVega prensa,Politico,Oficina de Prensa de la exsenadora Thania Vega de Plazas - Centro DemocrÌÁtico -
3195623143,Orientadores Parques,otros,"Somos un grupo interdisciplinario que orienta sobre el uso adecuado de los parques pÌ¼blicos en el Distrito Capital, mediante acciones de paz y sana convivencia."
2415303800,BogotÌÁ Somos Todos,otros,AnÌÁlisis sobre BogotÌÁ y Colombia.
3198080778,Noticias 360,otros,Medio de informaciÌ?n independiente de Colombia.
2415944118,Pedro Luis RamÌ?rez B,otros,Las ideas que han cambiado el mundo andan con pies de paloma. F. Nietzche.
3199134149,May ‰?øêİ,otros,Administradora PÌ¼blica | Una persona comÌ¼n y sonriente | Del equipo de IbaguÌ© ‰?•ü‰?•ü‰?•ü | Culicagoda.
2417586104,Sebastian Gorka DrG,otros,DoD Presidential Appointee ?ÙÓ« Host #AMERICAFIRST & The Gorka Reality Check ?ÙÓ« https://t.co/Hot8xkCumn ?ÙÓ« Get THE WAR FOR AMERICA‰ÛªS SOUL https://t.co/vxL0eUegyI
3229060205,EL_PROLETARIO,otros,"CUENTA DEL PARTIDO REVOLUCIONARIO DE LOS TRABAJADORES [PRT VENEZUELA]
CLASE OBRERA ORGANIZADA CON IDENTIDAD Y EN LUCHA POLÌTICAåÁåÁåÁ 
(((UNETE LUCHA VENCEREMOS)))"
2419614828,Soldados de Franelas,otros,"Movimiento Nacional Soldados de Franelas. Nos tapamos las caras para darnos a conocer, para luchar contra un rÌ©gimen q nos oprime #SoldadosDeFranelas #MNSF"
3238202011,Tanja Nijmeijer,otros,0
2419819328,Historia bogotana,otros,0
3246389309,Bogota Humana Fans,otros,"@HOLLMANMORRIS somos gente del comÌ¼n, haciendo cosas fuera de lo comÌ¼n !!"
2420097935,Eduardo PiÌ±eros,otros,SueÌ±o en un mundo justo y de oportunidades | Abogado @Urosario | Esp. Gobierno y Asuntos PÌ¼blicos @UExternado | CopartÌ?cipe PL #EmpleoJuvenil | #SePuede
3246537749,Guillermo Botero,Politico,"Embajador de Colombia ante la RepÌ¼blica de Chile. Ex Ministro de Defensa de la RepÌ¼blica de Colombia @MinDefensa, Ex Presidente de @FenalcoNacional."
2423412582,Eduardo Mackenzie,otros,Journaliste et Ì©crivain
3252822237,@Renovables Universa,otros,0
2423721183,Oscar Forero M.,Periodista,Periodista de Radio en Bucaramanga.
3264396165,Enctro de las AmÌ©ric,otros,"A travÌ©s de esta red estaremos comunicando acontecimientos alrededor de la Cumbre de Clima, que tendrÌÁ lugar en BogotÌÁ, del 20 al 23 de septiembre de 2015."
2424396741,La Polla,otros,#PollaPeroInformada CuÌ©ntanos quÌ© temas te gustarÌ?a que tratÌÁramos o publicÌÁramos aquÌ? ?ÙÔäWhatsApp: https://t.co/hNd159XwyW Correo: contactolapolla@gmail.com
3290218899,Fans Senador MejÌ?a,otros,0
2425849958,Instituto SINCHI ?Ùà¬?Ùà«,otros,Sitio oficial del Instituto AmazÌ?nico de Investigaciones CientÌ?ficas SINCHI - InvestigaciÌ?n cientÌ?fica para el desarrollo sostenible de la Amazonia colombiana
3295956454,Loranza,otros,0
2429619508,Noemi Sanin,otros,0
3297299232,Rigoberto Ciceri,otros,"Bienvenidos, esta es la cuenta oficial de Rigoberto Ciceri, candidato a la GobernaciÌ?n del Huila por el Centro DemocrÌÁtico."
2430427095,Astrid Marten,otros,"Providing comprehensive advocate programs, lobbying, government relations, consulting services to national and international clients. https://t.co/TO1GBDrglN"
3300493816,NÌ©stor Morales,Mediocomunicacion,"Director de #MaÌ±anasBLU, franja de noticias y opiniÌ?n en @BluRadioCo. Cuenta oficial"
2431130936,Ciclismo Internacional,otros,"Web dedicada al ciclismo mundial. Entrevistas, anÌÁlisis, crÌ?nicas, previas y mÌÁs. Especial enfoque en los latinoamericanos y espaÌ±oles ?Ù?«?Ù ?Ù #Ciclismo"
