nombre,usuario,fecha,texto,emoticon,cantidad_comentarios,cantidad_likes,Cantidad_Retweets
Gustavo Petro,@petrogustavo,2020-11-30T12:06:50.000Z,"Otro excombatiente de las FARC asesinado. Son ya 244 los asesinados que hacen parte de lo que constituye la persecución sistemática contra un grupo civil con identidad política. Es la repetición de la historia de la UP.

Se trata de un crimen contra la humanidad en Colombia.Quote Tweet
COMUNES
@ComunesCoL
 · Nov 30, 2020
Amanecemos con la terrible noticia de otro compañero asesinado, Anuar Vargas (Naver David López), en el municipio de Maicao, #LaGuajira. Anuar hacia parte del proyecto de vivienda del ETCR de Pondores, deja una hija con problemas de salud en estos momentos. Con él son 244 ",,107,600,1.2K,https://twitter.com/petrogustavo/status/1333381974216597505
Gustavo Petro,@petrogustavo,2020-11-30T11:42:25.000Z,"La capacidad de la.prensa de Colombia la pueden ustedes ver en la manera como los medios cubrieron el video del dinero que Montes me prestó, y los videos que demuestran el entrampamiento a la paz que hizo Nestor Humberto Martínez.

Así manipulan la opinión en ColombiaQuote Tweet
Serris
@datoatipico
 · Nov 27, 2020
- Video de préstamo de 20M en efectivo a @petrogustavo: un mes en horario estelar por horas en todos los medios.
- Destape del montaje y conspiración contra el acuerdo de paz por parte de Nestor Humberto Martínez y la DEA: 5min en medios.

<<Los medios al servicio de la mafia>>",,192,1.1K,3.5K,https://twitter.com/petrogustavo/status/1333375829007589376
Gustavo Petro,@petrogustavo,2020-11-30T03:11:06.000Z,"Les dejo aquí, clips del debate sobre el entrampamiento a la paz. Clip 2",,34,422,1.1K,https://twitter.com/petrogustavo/status/1333247152882069504
Gustavo Petro,@petrogustavo,2020-11-30T03:09:16.000Z,"Les dejo aquí, clips del debate sobre el entrampamiento a la paz. Clip 9",,18,390,1.1K,https://twitter.com/petrogustavo/status/1333246691936526337
Gustavo Petro,@petrogustavo,2020-11-30T03:09:04.000Z,"Les dejo aquí, clips del debate sobre el entrampamiento a la paz. Clip 10",,47,727,1.8K,https://twitter.com/petrogustavo/status/1333246639545397249
Gustavo Petro,@petrogustavo,2020-11-30T03:07:44.000Z,"Me encantaría German Tejada que nos contara públicamente que mafias andan detrás de nosotros, solo he visto detrás y delante de nosotros a ciudadanías indígenas, campesinas, obreras, juveniles, profesionales...Quote Tweet
German
@germantejada
 · Nov 29, 2020
Replying to @PluralidadZ and @Pensadordepens1
Margarita Rosa se va a desilusionar cuando vea que detrás de bambalinas de Petro anda la misma mafia que anda tras bambalinas de la derecha. En fin, la ingenuidad.",,165,576,2.8K,https://twitter.com/petrogustavo/status/1333246305985032192
Gustavo Petro,@petrogustavo,2020-11-30T03:04:20.000Z,"Adivinen que hace el ministro de Justicia con el excontralor corrupto de Odebrecht, Juan Carlos Granados: lo van a  hacer elegir en el Congreso, disciplinador de jueces de ColombiaLa reunión a manteles entre el ministro de Justicia y el imputado excontralor Granados
No es un tema menor que el excontralor Juan Carlos Granados, imputado por Odebrecht, se haya reunido con el ministro de  Justicia. Y más cuando Granados fue ternado recientemente por el presidente...
voragine.co",,102,1.2K,2.8K,https://twitter.com/petrogustavo/status/1333245449772408832
Gustavo Petro,@petrogustavo,2020-11-30T00:08:30.000Z,"Estoy en vivo con 
@gustavobolivar
 en la lectura de las columnas, hoy bajo la conducción del actor 
@julianromanGustavo Petro
@petrogustavo
Estoy en vivo con @gustavobolivar en la lectura de las columnas, hoy bajo la conducción del actor @julianroman
pscp.tv",,159,578,2.2K,https://twitter.com/petrogustavo/status/1333201198665535489
Gustavo Petro,@petrogustavo,2020-11-29T14:10:46.000Z,"Una política de seguridad eficaz.

Mi columna que comentaremos hoy por esta cuenta de Twitter a las siete de la noche, comentada por Julián RománUna política de seguridad eficaz - Cuarto de Hora
Por Gustavo Petro. Cuando una madre colombiana despide a su hijo o a su hija por la mañana, siempre queda con un dolor en el corazón, con un pálpito de inseguridad, con una ansiedad de madre que solo...
cuartodehora.com",,103,575,1.6K,https://twitter.com/petrogustavo/status/1333050777741488134
Gustavo Petro,@petrogustavo,2020-11-29T13:56:26.000Z,"Los negocios más lucrativos del mundo. 

La columna de Gustavo Bolívar que comentaremos hoy a las siete de la noche con Julián Román.Los Negocios Más Lucrativos Del Mundo - Columna
Por: Gustavo Bolívar Moreno La guerra, el narcotráfico, el sector minero energético, la tecnología, las farmacéuticas, la especulación financiera, el entretenimiento, el inmobiliario, la trata...
cuartodehora.com",,81,395,1K,https://twitter.com/petrogustavo/status/1333047168861659142
Gustavo Petro,@petrogustavo,2020-11-29T13:25:38.000Z,"Esta es la movilización de París, ayer. Una multitud en lucha por la democracia.",,306,981,6.6K,https://twitter.com/petrogustavo/status/1333039417389441025
Gustavo Petro,@petrogustavo,2020-11-29T13:24:11.000Z,"Volvieron las barricadas a París. La gente se levanta contra el recorte de los derechos democráticosQuote Tweet
Assange l'Ultime Combat #CloversForAssange
@SauvonsAssange
 · Nov 29, 2020
Paris, Republique place ! It was huge...  twitter.com/ChalecosAmaril…",,67,390,2K,https://twitter.com/petrogustavo/status/1333039053848113157
Gustavo Petro,@petrogustavo,2020-11-29T13:02:52.000Z,"En pleno Urabá, con miles de militares en el territorio y no fue posible helicopetros para apagar el incendio de Riosucio.Quote Tweet
EL TIEMPO
@ELTIEMPO
 · Nov 29, 2020
 ATENCIÓN  Dos muertos y 50 viviendas destruidas tras incendio en Riosucio, Chocó. El alcalde hizo un llamado de emergencia al Gobierno Nacional por el fuerte incendio que deja más de 250 personas afectadas. Más detalles aquí  https://bit.ly/3liaJDy",,197,763,2.4K,https://twitter.com/petrogustavo/status/1333033686229520384
Gustavo Petro,@petrogustavo,2020-11-29T01:54:38.000Z,"Si Santrich quiere darme las gracias por descubrir la manipulación que le hicieron para extraditarlo y dañar el proceso de paz, entonces deje las armas.",,1K,3.9K,19.5K,https://twitter.com/petrogustavo/status/1332865521616871424
Gustavo Petro,@petrogustavo,2020-11-28T17:45:46.000Z,"En la II Convención de Fuerza Ciudadana en Santa Marta. Mi primer viaje en medio del covid.

#HayFuturoSiHayCambio",,304,680,4.8K,https://twitter.com/petrogustavo/status/1332742493046235136
Gustavo Petro,@petrogustavo,2020-11-28T17:17:04.000Z,"Inaugurada la sede del Mais, movimiento político indígena en Bogotá",,124,708,6.3K,https://twitter.com/petrogustavo/status/1332735271419441154
Gustavo Petro,@petrogustavo,2020-11-28T13:34:02.000Z,"Esta es mi intervención en el debate ""El entrampamiento a la Paz"".DEBATE ENTRAMPAMIENTO DE LA PAZ - 26/11/2020
youtube.com",,273,1.3K,4K,https://twitter.com/petrogustavo/status/1332679142773551104
Gustavo Petro,@petrogustavo,2020-11-28T12:40:37.000Z,"La calificación ciudadana para el ascenso policial y la calificación de los sargentos de las Fuerzas Armadas para el ascenso a general, son claves para democratizar y cualificar la fuerza pública.",,37,215,1.2K,https://twitter.com/petrogustavo/status/1332665702126383108
Gustavo Petro,@petrogustavo,2020-11-27T11:49:32.000Z,"Asistimos a una estratagema de extraditar dos firmantes de la paz , con pruebas falsas, para destruir el proceso de paz en Colombia, a la JEP y a los negociadores civiles del proceso de paz hecha por: Néstor Humberto Martínez y funcionarios corruptos de la DEA.",,48,731,2.5K,https://twitter.com/petrogustavo/status/1332290456198275072
Gustavo Petro,@petrogustavo,2020-11-27T11:46:51.000Z,"Marlon Marín, se fue librementente a EEUU como testigo protegido pero era en realidad colaborador de la DEA, declara contra Santrich  a la Fiscal Berta Neira, que es la fiscal del caso que solicita la DEA, su declaración grabada es dictada por funcionarios de EEUU",,20,511,1.9K,https://twitter.com/petrogustavo/status/1332289782362365954
Gustavo Petro,@petrogustavo,2020-11-27T11:40:10.000Z,"Marlon Marín, colaborador de la DEA, y hablando con sus jefes  hizo grabar, haciendo pasar a sus jefes como el cartel de Sinaloa, que las supuestas 10 toneladas de coca de las FARC las guardaba el vicepresidente de la república, el general Naranjo",,21,516,1.9K,https://twitter.com/petrogustavo/status/1332288099464974337
Gustavo Petro,@petrogustavo,2020-11-27T11:36:55.000Z,"Los 5 kilos de Coca que supuestamente Santrich entregó al cartel de Sinaloa para un prueba antes de venderle 10 toneladas de cocaína, fueron en realidad comprados con dinero de la DEA y entregados a la DEA y a la fiscalía en un hotel por un colaborador de la DEA y no por Santrich",,44,641,2.3K,https://twitter.com/petrogustavo/status/1332287284373311488
Gustavo Petro,@petrogustavo,2020-11-27T11:34:24.000Z,"Marlon Marín, el sobrino de Ivan Marquez, sabía que trabajaba para la DEA, y buscaba ha toda costa hacerle pasar Ivan Márquez al teléfono para grabar una conversación con la DEA haciéndose pasar el cartel de Sinaloa y durante un año, fracasó permanentemente",,35,503,2K,https://twitter.com/petrogustavo/status/1332286650026762240
Gustavo Petro,@petrogustavo,2020-11-27T11:32:08.000Z,"El video que mostró Néstor Humberto a la prensa, de la reunión del cartel de Sinaloa, que es la DEA, con Santrich, pusieron audios manipulados por encima de la verdadera conversación que era de proyectos productivos, para pasarlo como transacción de drogas",,74,671,2.4K,https://twitter.com/petrogustavo/status/1332286080406745088
Gustavo Petro,@petrogustavo,2020-11-27T11:28:35.000Z,"En la única prueba en donde Santrich accede a hablar por teléfono con el supuesto cartel de Sinaloa, que es en realidad la DEA, Santrich que esta hablando con quienes le van a editar sus libros de poesia, por eso lo iban a extraditar",,123,646,2.4K,https://twitter.com/petrogustavo/status/1332285183559667713
Gustavo Petro,@petrogustavo,2020-11-27T11:20:39.000Z,"Las pruebas contra Santrich e Ivan  Márquez, que nunca cayó en la trampa  eran conversaciones entre la DEA y la DEA, simulando ser el cartel de Sinaloa y.las Farc.",,1.2K,4K,12.2K,https://twitter.com/petrogustavo/status/1332283190690639873
Gustavo Petro,@petrogustavo,2020-11-27T02:34:43.000Z,"Hoy realice uno de mis mejores debates demostrando como una parte de la sociedad a través de personales oscuros dueños del estado destruyen su propia paz.

De como la manipulación, el engaño y la mentira hecha institución destruye la esperanza de la gente: La Paz.",,920,4.1K,17.7K,https://twitter.com/petrogustavo/status/1332150831882379269
Gustavo Petro,@petrogustavo,2020-11-26T22:47:23.000Z,"Como siempre 
@rcnradio
 saca la defensa del fiscal que buscó acabar un proceso de paz con pruebas manipuladas pero no nuestra posición con las pruebas presentadas.Quote Tweet
RCN Radio
@rcnradio
 · Nov 26, 2020
Resultaron defensores de oficio de narcotraficantes: Néstor Humberto Martínez se defiende  https://rcnradio.com/politica/resultaron-defensores-de-oficio-de-narcotraficantes-nestor-humberto-martinez-se-defiende…",,163,1K,4.1K,https://twitter.com/petrogustavo/status/1332093624927051778
Gustavo Petro,@petrogustavo,2020-11-26T12:30:52.000Z,Adelante.,,754,1.2K,10.4K,https://twitter.com/petrogustavo/status/1331938471917875207
Gustavo Petro,@petrogustavo,2020-11-26T12:18:08.000Z,"Hoy desde las diez de mañana haré el debate, con otros senadores de varios partidos: Roy, Cepeda, Garcia Realpe, Sanguino, sobre el papel del Fiscal Néstor Humberto Martínez en la destruccion del  proceso de paz y el caso Santrich.

Comisión primera del Senado.",,241,1.3K,6.3K,https://twitter.com/petrogustavo/status/1331935265607258113
Gustavo Petro,@petrogustavo,2020-11-26T12:13:20.000Z,"Propongo que todos los referendos propuestos por sectores populares del país, se junten en uno solo, el del ""Chao Duque""Quote Tweet
Sergio Bustos [R]
@SergioBustos29
 · Nov 25, 2020
Esta será sin duda alguna unas de las mejores experiencias que he podido vivir en la ANUC, con convicción sin tanto bombo, por eso quiero pedirles que nos acompañen en esta iniciativa campesina y por supuesto con todo el pueblo colombiano. 
#ReferendoCampesino
info. por interno",,114,432,1.5K,https://twitter.com/petrogustavo/status/1331934060478935042
Gustavo Petro,@petrogustavo,2020-11-25T17:50:26.000Z,Se nos va el genio del fútbol. Un luchador incluso contra sí mismo. Un hombre de barrio pobre que nunca se avergonzó de su gente. Un rebelde.,,621,2.3K,16K,https://twitter.com/petrogustavo/status/1331656503284133894
Gustavo Petro,@petrogustavo,2020-11-25T17:17:08.000Z,"Se fue Maradona. Un luchador de barrio pobre que de pronto encontró la fama gracias a su genialidad en el fútbol.

Nunca renegó de si barriada ni de las causas sociales de su gente.",,1K,3.4K,18.5K,https://twitter.com/petrogustavo/status/1331648126642495488
Gustavo Petro,@petrogustavo,2020-11-25T14:15:14.000Z,Este es el llamado que desde la propia población de Providencia se hace a Colombia. la comida enviada se esta pudriendo y representa un vector de enfermedad,,34,322,567,https://twitter.com/petrogustavo/status/1331602348238626818
Gustavo Petro,@petrogustavo,2020-11-25T13:37:00.000Z,"Con todo respeto al elector verde de Bogotá. Pero esto constituye en boca de Claudia un verdadero engaño al elector. ""NO voy a a hacer transmilenio por la 68, por la avenida Cali, por la séptima"" dice Claudia en campaña.Quote Tweet
Nicolás Amon
@nicolasAmon
 · Nov 24, 2020
Claudia López es una demagoga. Nos engaño para elegirse, nos mintió para continuar los proyectos de Peñalosa.",,179,1.1K,3.2K,https://twitter.com/petrogustavo/status/1331592727172161538
Gustavo Petro,@petrogustavo,2020-11-25T13:33:01.000Z,"La politiquería del gobierno en abierta persecución a la oposición. El superintendente de salud va a proceso penal.Quote Tweet
Carlos Caicedo
@carlosecaicedo
 · Nov 24, 2020
Lo habíamos denunciado: toma del Hospital JMB por @Supersalud Fabio Aristizábal corresponde a una sucia estrategia para afectar nuestra capacidad de gestión en la pandemia, orquestada con Pulgar y los clanes corruptos del Magdalena. Juegan con la vida.
https://wradio.com.co/noticias/actualidad/supersalud-es-denunciado-ante-la-fiscalia/20201122/nota/4087592.aspx…",,12,261,789,https://twitter.com/petrogustavo/status/1331591724376985600
Gustavo Petro,@petrogustavo,2020-11-25T13:27:12.000Z,"El borreguismo internacional de Colombia, sumado a una desastrosa política interna contra el covid, solo para privilegiar EPS privadas intermediarias de losn recursos públicos, va a matar a 40.000 colombianos más por Covid.",,34,153,476,https://twitter.com/petrogustavo/status/1331590258945912832
Gustavo Petro,@petrogustavo,2020-11-25T13:18:05.000Z,"Acaso el tiempo no se pregunta en vez de brindar esta afirmación engañosa. Que si se vacuna para finales del.año entrante solo a diez millones de personas, morirán decenas de miles de colombianos más por el covid?Quote Tweet
EL TIEMPO
@ELTIEMPO
 · Nov 25, 2020
 En las últimas horas, el ministro de Salud Fernando Ruiz anunció que ya se aseguraron 20 millones de dosis de vacunas covid para los colombianos. ¿Cómo se distribuirían? ¿Quiénes recibirán primero la vacuna? Le contamos ► https://bit.ly/39bpkhT",,63,258,683,https://twitter.com/petrogustavo/status/1331587965328429056
Gustavo Petro,@petrogustavo,2020-11-25T13:15:14.000Z,"En pleno Bogotá atacan con explosivos la vivienda de Amparo Toloza. Dirigente verde de Bolívar.

Violencia contra la mujer y contra las causas justas.Quote Tweet
Antonio Sanguino Senador
@AntonioSanguino
 · Nov 24, 2020
#ATENCIÓN. Acaban de atentar contra @amparo_toloza, excandidata a la Asamblea de Bolívar por el @PartidoVerdeCoL, con un artefacto explosivo en la vivienda donde se encontraba al occidente de Bogotá.

Pedimos proteger su vida, @FiscaliaCol, @PGN_COL, @DefensoriaCol y @UNPColombia
Show this thread",,29,383,987,https://twitter.com/petrogustavo/status/1331587250484809729
Gustavo Petro,@petrogustavo,2020-11-25T13:10:51.000Z,"Habría que preguntarle al concejal del mais y del verde en  Bucaramanga porque van en contravía de sus partidos en la lucha por que exista protección a los animales. Incoherentes.Quote Tweet
Jóvenes Verdes Santander
@JovenesVS
 · Nov 24, 2020
Por un voto se hunda el proyecto de protección animal en Bucaramanga .

Pero más lamentablemente que el Concejal @carlosbarajash haya sido ese voto que hundió el proyecto.

Alguien que vote así no puede ser verde, eso es defraudar los principios de nuestro partido.",,30,222,613,https://twitter.com/petrogustavo/status/1331586144128167938
Gustavo Petro,@petrogustavo,2020-11-25T12:49:37.000Z,"Las hermanas Mirabal se levantaron contra una dictadura en República Dominicana, lucharon por la Democracia y la Justicia Social y fueron, por ello, destrozadas por el dictador.

Que millones de mujeres colombianas sigan su ejemplo y las superen.Quote Tweet
Naciones Unidas RD
@ONU_RD
 · Nov 25, 2020
60 años después, las hermanas Mirabal siguen siendo un símbolo mundial de la lucha de las mujeres. Actualmente, seguimos enfrentando una realidad que exige tomar medidas urgentes y efectivas para crear una sociedad libre de violencia. #16DiasDeActivismo  https://dominicanrepublic.un.org/es/102235-onu-poner-fin-la-violencia-contra-las-mujeres-y-las-ninas-es-hoy-mas-urgente-que-nunca…",,20,123,456,https://twitter.com/petrogustavo/status/1331580800547033088
Gustavo Petro,@petrogustavo,2020-11-25T12:46:12.000Z,"Queremos que miles de mujeres de todas las regiones del pais participen en la discusión del protocolo contra el acoso sexual y la violencia de género con plena autonomía, para el movimiento Colombia Humana.

Participe enColombia Humana | Sitio Web
Bienvenido al portal web del movimiento social y político de Colombia Humana. Afíliate, consulta los nodos, inscríbete como testigo electoral.
colombiahumana.co",,15,83,261,https://twitter.com/petrogustavo/status/1331579944485474304
Gustavo Petro,@petrogustavo,2020-11-25T12:31:12.000Z,"Solo 10 millones de personas serán vacunadas en Colombia, de los 50 millones de habitantes hacia finales del año entrante.

Es una gestión de la vacuna desastrosa.

Colombia debe luchar por quitar la patente a la vacuna para producirla una vez se tenga en Colombia.Quote Tweet
Agencia de Periodismo Investigativo
@Agencia_API
 · Nov 25, 2020
#Covid_19  Colombia tiene aseguradas ""20 millones de dosis de vacunas Covid"", MinSalud https://bit.ly/363yACu",,171,385,993,https://twitter.com/petrogustavo/status/1331576166457757699
Gustavo Petro,@petrogustavo,2020-11-25T11:51:23.000Z,"Vamos por un protocolo que libere a la mujer del acoso y la violencia en la Colombia Humana.

Somos el primer movimiento político en desarrollarlo y los extenderemos a toda ColombiaQuote Tweet
Papa Francisco
@Pontifex_es
 · Nov 25, 2020
A menudo las mujeres son ofendidas, golpeadas, violadas, inducidas a prostituirse… Si queremos un mundo mejor, que sea casa de paz y no patio de guerra, debemos hacer todos mucho más por la dignidad de cada mujer.",,169,356,1.5K,https://twitter.com/petrogustavo/status/1331566145309171714
Gustavo Petro,@petrogustavo,2020-11-25T11:39:21.000Z,"Entre más glifosato y erradicación forzada más le entregan la población a la mafia y más fortalecen así la mafia.

Hay que restituir el pacto entre el estado y el campesinado para la erradicación voluntaria de cultivos. Así se debilitaba la mafia, quitándoles el pueblo.Quote Tweet
Carlos Holmes Trujillo
@CarlosHolmesTru
 · Nov 24, 2020
Tenemos que seguir avanzando en la eliminación de los cultivos ilícitos cuya transformación en cocaína financia las masacres y el homicidio de líderes sociales",,28,170,493,https://twitter.com/petrogustavo/status/1331563117072019467
Gustavo Petro,@petrogustavo,2020-11-25T11:32:33.000Z,"Si hay manifestaciones contra el rechazo a la violencia a las mujeres en el centro de Bogotá, pues es mejor ir al centro y participarQuote Tweet
Claudia López
@ClaudiaLopez
 · Nov 25, 2020
Hoy es mejor evitar venir al centro.

Hay manifestación nacional de taxistas contra medidas sobre plataformas y decidieron concentrarse en Bogotá, hay múltiples manifestaciones de rechazo a las violencias contra las mujeres, y la lluvia hará el tráfico aún más difícil.

Paciencia",,287,675,3.1K,https://twitter.com/petrogustavo/status/1331561408274821121
Gustavo Petro,@petrogustavo,2020-11-25T03:04:19.000Z,"Camilo.Arteaga ha escrito un bien artículo sobre extrema derecha e izquierda.El «Centro»: la Derecha de siempre
Por: Camilo Arteaga D. Si se quiere ubicar al Centro en el espectro ideológico colombiano —que es el país que nos atañe— primero debemos dar por sentado que existen dos extremos: La extrema derecha…
alcarajo.org",,83,489,1.3K,https://twitter.com/petrogustavo/status/1331433505952305152
Gustavo Petro,@petrogustavo,2020-11-25T02:57:12.000Z,"Una vez en 1945 los aliados hallaron los campos de concentración y alguien publicó una foto con los horrores que encontró. En Alemania la noticia fue la ira desatada hacia el fotógrafo.Quote Tweet
Javier Adaime S.
@JavierAdaime
 · Nov 24, 2020
Para los verdes lo grave es el abucheo a @ClaudiaLopez y el retuit de @petrogustavo 

NO que este mintiendo sobre sus promesas de campaña y haciendo lo contrario, y esto es lo que trae la desaprobación de la gente.

¿Donde aprendieron de política y oportunismo? 

CÓMPLICES!
Show this thread",,84,363,1K,https://twitter.com/petrogustavo/status/1331431714921525251
Gustavo Petro,@petrogustavo,2020-11-24T17:44:29.000Z,"En ese debate sobre el derecha , centro e izquierda  desatado en medios en donde no son capaces de decir porque nos tildan de extremistas, se esconde un verdadero debate.

Nos proponemos un pos neoliberalismo, debemos salir del neoliberalismo, quienes esta  de acuerdo?",,511,1.1K,6.3K,https://twitter.com/petrogustavo/status/1331292618626621445
Gustavo Petro,@petrogustavo,2020-11-24T14:26:10.000Z,"Por tanto destruir la corrupción comienza, antes que nada, por el cambio de régimen político

La emancipación ciudadana en las elecciones, la emancipación del electorado con escasa educación e ingresos

Ese electorado solo se emancipará si reconoce una política que los represente",,36,115,455,https://twitter.com/petrogustavo/status/1331242712574668803
Gustavo Petro,@petrogustavo,2020-11-24T14:23:32.000Z,"En mi opinión la expansión de la corrupción se debe al régimen político real que hay en Colombia, no al que aparece en las leyes.

Ese régimen es el de la compra del voto.

Millones de ciudadanos eligen las peores bandas criminales simplemente vendiendo el voto.Quote Tweet
Luis Carlos Jacobsen
@LuchoJacobsen
 · Nov 23, 2020
Siendo para mí @petrogustavo el papá de la denuncia política con casos como el de parapolítica, Odebrecht, y todo lo que sabe..., y lo que no aún,
¿Como combatiría en su gobierno el flagelo de la corrupción? 
¡Cómo sabríamos los colombianos que hay un cambio en eso, apreciado GP?",,63,221,701,https://twitter.com/petrogustavo/status/1331242047597146115
Gustavo Petro,@petrogustavo,2020-11-24T14:06:16.000Z,"Siempre hay que mirar que hay detrás del descontento, que lo motiva, y no macartizar al que expresa su protesta.

Ser demócratas significa saber que en la ciudadanía siempre hay razones y que ella es la dueña del Estado, nosotros, sus sirvientes",,84,344,1.3K,https://twitter.com/petrogustavo/status/1331237704122724354
Gustavo Petro,@petrogustavo,2020-11-24T14:04:40.000Z,"¿Cuál la diferencia entre los que hoy insultan la inteligencia de los que abuchearon a la alcaldesa y quienes acusaron de terroristas a los jóvenes que se indignaron ante los Cais donde asesinaron a Javier Ordoñez?

Es misma ideología antidemocratica",,257,689,2.8K,https://twitter.com/petrogustavo/status/1331237303243694083
Gustavo Petro,@petrogustavo,2020-11-24T14:02:40.000Z,"Es el modelo Mazuera. Mazuera, alcalde fascista de Bogotá, destruyó los tranvías eléctricos en 1951, porque fue el mayor importador de taxis y buses.

Ese modelo es el que ha imperado en Bogotá, hasta que el Bogota Humana llegó a la alcaldía. Por eso el odio que nos tienen",,39,313,1.1K,https://twitter.com/petrogustavo/status/1331236798069166080
Gustavo Petro,@petrogustavo,2020-11-24T14:00:28.000Z,"Censuran a Carrillo cuando explica la verdad. Que Peñalosa recibió dineros de la Volvo y de eso vivió durante 15 años,, al ser el presidente de La Ong internacional que financiaba con millones de dólares

Ese interés particular más el de los dueños de buses se ha tirado a Bogotá",,40,759,2.4K,https://twitter.com/petrogustavo/status/1331236245876445193
Gustavo Petro,@petrogustavo,2020-11-24T13:55:21.000Z,"La nueva procuradora, responsable política de la masacre de 24 presos en la cárcel Modelo, será la que debe investigar disciplinariamente a los directivos del INPEC y la cárcel Modelo.

Esa es la corrupción que agobia a Colombia",,67,719,2K,https://twitter.com/petrogustavo/status/1331234955389788162
Gustavo Petro,@petrogustavo,2020-11-24T13:48:30.000Z,"Sólo porque el mejor proyecto para la séptima: el tranvía de ocho metros de ancho midiendo los dos sentidos y eléctrico no contaminante, la propuso Bogotá Humana e inicio estudios hasta llegar a factibilidad, lo desechan en contravía del bienestar de la gente.",,119,805,3.1K,https://twitter.com/petrogustavo/status/1331233231665057797
Gustavo Petro,@petrogustavo,2020-11-24T13:07:40.000Z,"Laura no consideró enemigo a la ultraderecha ni a nadie. La política debe abandonar esos términos.

Tras toda manifestación popular el problema no es como se corrige, como si fuéramos nosotros los correctos, sino que representa para interpretar ese sentimiento social.Quote Tweet
Laura Gil
@Lauraggils
 · Nov 24, 2020
Y yo le pido respetuosamente, senador, que no avale la acusación de  asesina a @ClaudiaLopez con sus RTs. Aquí hay un solo enemigo - la ultraderecha - ; del otro lado, debería haber sólo diálogo franco, crítico y respetuoso. twitter.com/petrogustavo/s…",,115,370,1.5K,https://twitter.com/petrogustavo/status/1331222957830647808
Gustavo Petro,@petrogustavo,2020-11-24T13:04:59.000Z,"Ahora dicen que los que le demos RT a estos vídeos somos xenófobos y sectarios, y además promotores de los hechos.

Hasta ese punto ha llegado las ganas de excluirnos.

No señores y señoras este video lo pone Caracol no Petro.Quote Tweet
Caracol Radio
@CaracolRadio
 · Nov 23, 2020
#Bogotá | (VIDEO) Con piedras y abucheada es sacada @ClaudiaLopez  de la velatón en memoria de Dilan Cruz, quien murió por un proyectil del Esmad.",,324,1K,3.4K,https://twitter.com/petrogustavo/status/1331222280152768514
Gustavo Petro,@petrogustavo,2020-11-24T13:02:36.000Z,"Aunque solo es prefactibilidad, esta bien que el gobierno de Duque recoja unab propuesta presidencial de Colombia Humana: la reconstrucción de la red ferroviaria nacional.

Para volverla realidad, priorizaremos recursos en ella.Quote Tweet
Daniel Gómez Gaviria
@dgomezco
 · Nov 24, 2020
PMF
Show this thread",,50,186,728,https://twitter.com/petrogustavo/status/1331221683458469893
Gustavo Petro,@petrogustavo,2020-11-24T12:52:43.000Z,"Le solicito muy respetuosamente Laura, primero dejar de tildar a las personas que fueron al acto en homenaje a Dilan como petristas, allí la ciudadanía se autoconvocó  libremente,
Segundo, achacarnos actos que no hicimos

Colombia Humana, no hace marketing con la muerteQuote Tweet
Laura Gil
@Lauraggils
 · Nov 24, 2020
La xenofobia de la ultraderecha y la del petrismo. Igualitas. twitter.com/PoloGamero/sta…",,573,1K,4.4K,https://twitter.com/petrogustavo/status/1331219193358848000
Gustavo Petro,@petrogustavo,2020-11-24T12:15:37.000Z,"Al no ponerle cuidado a las elecciones locales del 2015, siendo alcalde, y dejar la división de candidaturas entre Rafael Pardo y Clara López, juntos tenían las mayorías bogotanas, permití, y esa es mi cuota de responsabilidad, que ganara Peñalosa.

Un desastre para la ciudad.",,33,137,609,https://twitter.com/petrogustavo/status/1331209858222346240
Gustavo Petro,@petrogustavo,2020-11-24T12:12:32.000Z,"Y no estrellamos con la falta de persistencia del electorado de estrato 3 y 4 de la ciudad. Las mayorías de estos estratos votaron insistentemente por políticos que no construirían el metro subterraneo.

Así se condenó a la ciudad, al menos por medio siglo",,20,131,525,https://twitter.com/petrogustavo/status/1331209080602562562
Gustavo Petro,@petrogustavo,2020-11-24T12:09:15.000Z,"Ya saldrán quien diga y ""porque no hizo el metro subterraneo"" hicimos lo posible, llevamos el proyecto hasta finalizar todos sus estudios e iniciamos la estructuracion de la licitación para construirlo.

Pero nos estrellamos con la amarilla del  gobierno nacional",,8,123,438,https://twitter.com/petrogustavo/status/1331208256354725888
Gustavo Petro,@petrogustavo,2020-11-24T12:06:13.000Z,"En el contrato del metro elevado que va a perjudicar por medio siglo a la ciudad está la corrupción.

William Vélez, miembro del cartel de la contratación de Uribe, es el dueño de ese contrato.

Puede que Claudia no esté en el negociado, pero lo permite y condena a la ciudad",,17,164,499,https://twitter.com/petrogustavo/status/1331207494174171136
Gustavo Petro,@petrogustavo,2020-11-24T12:02:46.000Z,"¿Por que una idea tan irracional es empujada en Bogotá?

Porque detrás esta la corrupción como sucede con la ruta del sol, hidroituango o refucar, no planifican las obras de infraestructura para la gente, solo se apuran a contratarlas para repartir una tajada.",,59,537,1.7K,https://twitter.com/petrogustavo/status/1331206623373758467
Gustavo Petro,@petrogustavo,2020-11-24T12:00:03.000Z,"La idea de Peñalosa/Claudia de reducir el metro,  a ser un simple alimentador de troncales de buses, idea exótica en el mundo, destruye por completo la sostenibilidad de la ciudad.

Las troncales de buses de auto norte, la 68 y la séptima son alimentadas por el metro",,10,91,296,https://twitter.com/petrogustavo/status/1331205939131723777
