nombre,usuario,fecha,texto,emoticon,cantidad_comentarios,cantidad_likes,Cantidad_Retweets
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-07-09T15:02:13.000Z,"Esta no es la manera de abrir la economía, esta es la manera de cerrarla.",,5,14,128,https://twitter.com/ingrodolfohdez/status/1281242257719468033
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-07-09T11:01:24.000Z,"Una apertura organizada debe hacerse por fases y regiones, no es lo mismo el tipo de apertura para Santander q para Bogotá, o Atlántico o Bolívar, o Valle del Cauca, un apertura sin protocolos de seguridad y sin repartir tapabocas a los más pobres, es una improvisación.",,10,37,197,https://twitter.com/ingrodolfohdez/status/1281181654502047744
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-07-08T15:02:22.000Z,"Llevamos 4 meses cuidándonos como para echarlo todo a perder en un día, en un día sin IVA!",,6,23,172,https://twitter.com/ingrodolfohdez/status/1280879910362451970
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-07-08T14:37:12.000Z,"“5 MINUTOS CON EL INGENIERO” Es un nuevo espacio para que hablemos y para que yo responda las preguntas que quieran en 5 minutos a través de mi red social de Instagram, los espero hoy a las 5:00 pm

 https://bit.ly/2VYylmY",,4,3,18,https://twitter.com/ingrodolfohdez/status/1280873573524156416
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-07-08T11:01:22.000Z,"La opción no es: proteger la económica o cuidar la salud de los colombianos, la opción es hacer las dos cosas!!!!",,10,39,270,https://twitter.com/ingrodolfohdez/status/1280819259673845760
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-07-07T23:00:38.000Z,"EEUU, Brasil y Suecia, son ejemplos de lo q no se debe hacer, Italia, España, Francia y Portugal son ejemplos de lo q se debe hacer, los países q hicieron la apertura, la hicieron por fases y con la curva de contagios y muertes en descenso, no en aumento como hace este gobierno.",,12,37,186,https://twitter.com/ingrodolfohdez/status/1280637881963470849
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-07-07T17:46:49.000Z,"Mientras que: “No robar, No mentir, No traicionar” no sea el pan de cada día esto no lo arregla nadie.",,47,114,493,https://twitter.com/ingrodolfohdez/status/1280558906704625664
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-07-07T17:35:34.000Z,"@RevistaSemana
  @VickyDavilaHRevista Semana
@RevistaSemana
 · 7 jul. 2020
“Los politiqueros todos los días desobedecen las leyes, en todos los ámbitos (…) sé cómo actúa la politiquería, esto no lo arregla nadie, nunca hay plata para los pobres, se roban todo”: @ingrodolfohdez

#APetroLeDigo | En vivo: https://youtu.be/ey65M6rgyDY",,,,6,https://twitter.com/ingrodolfohdez/status/1280556072948961281
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-07-01T00:42:15.000Z,"¡HAY QUE PONER PLATA EN EL BOLSILLO DE LA GENTE YA! O ESTAMOS PERDIDOS

Ver:¡HAY QUE PONER PLATA EN EL BOLSILLO DE LA GENTE YA! O ESTAMOS PERDIDOS
youtube.com",,6,19,67,https://twitter.com/ingrodolfohdez/status/1278126739273789441
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-06-30T00:30:13.000Z,"SEÑOR PRESIDENTE: ¿VAMOS A REACTIVAR LA ECONOMÍA PROMOCIONANDO ELECTRODOMÉSTICOS IMPORTADOS?Ing Rodolfo Hernandez !
@ingrodolfohdez
SEÑOR PRESIDENTE: ¿VAMOS A REACTIVAR LA ECONOMÍA PROMOCIONANDO ELECTRODOMÉSTICOS IMPORTADOS?
pscp.tv",,19,73,245,https://twitter.com/ingrodolfohdez/status/1277761322290049024
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-06-27T19:28:56.000Z,"SR. PRESIDENTE, ¿CUÁNTAS FAMILIAS CONOCE USTED QUE PUEDAN SOBREVIVIR CON 160 MIL PESOS?

Ver:SR. PRESIDENTE, ¿CUÁNTAS FAMILIAS CONOCE USTED QUE PUEDAN SOBREVIVIR...
youtube.com",,9,33,135,https://twitter.com/ingrodolfohdez/status/1276960724103974912
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-06-27T18:49:04.000Z,"SR. PRESIDENTE, ¿LOS LADRONES TAMBIÉN TIENEN DÍA SIN IVA?

Ver:SR. PRESIDENTE, ¿LOS LADRONES TAMBIÉN TIENEN DÍA SIN IVA?
youtube.com",,7,12,62,https://twitter.com/ingrodolfohdez/status/1276950693048397824
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-06-27T15:23:43.000Z,"SR. PRESIDENTE, ¿VAMOS A REACTIVAR LA ECONOMÍA PROMOCIONANDO ELECTRODOMÉSTICOS IMPORTADOS?

Ver: https://youtu.be/gP8M_d1NmbY",,3,29,95,https://twitter.com/ingrodolfohdez/status/1276899016115183616
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-06-27T11:01:48.000Z,"No tenemos un estado social, un estado que garantice créditos para la construcción de vivienda o garantice créditos para salvar a la pequeña y mediana empresa, esos créditos que los bancos no quisieron dar y el estado no quiso garantizar!!!",,11,59,271,https://twitter.com/ingrodolfohdez/status/1276833100006395904
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-06-26T19:12:39.000Z,"Las instituciones públicas no deben ser bonitas, deben útiles y productivas. 
@LigaGobernantesOscar Jahir Hernández Rugeles
@oscarjahir_
 · 26 jun. 2020
Ver a los funcionarios públicos de la @GobdeSantander defendiendo la existencia del @IDESAN_INFI es un absurdo. Se robaron la institución y el gerente sale a decir que es una entidad muy bonita. Bonito será el día que la liquiden y dejen de jugar a los banqueros. @FiscaliaCol",,1,13,48,https://twitter.com/ingrodolfohdez/status/1276594241951719425
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-06-26T11:01:50.000Z,Con la crisis que provocó el coronavirus la actividad privada ha tenido un duro golpe y es importante que el estado salga a salvar a las empresas en dificultades.,,3,34,190,https://twitter.com/ingrodolfohdez/status/1276470722399997952
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-06-25T11:01:24.000Z,El estado somos todos los Colombianos y debemos arrebatárselo a estos politiqueros que lo convirtieron en su “fuente de negocios”,,18,100,475,https://twitter.com/ingrodolfohdez/status/1276108225734234112
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-06-25T00:09:02.000Z,"NOSOTROS CREAMOS EL PLAN CIEN CREYENDO EN LOS COMPRADORES, ¡SIN PEDIR PAPELES! 
@HGconstructora
 

Ver:NOSOTROS CREAMOS EL PLAN CIEN CREYENDO EN LOS COMPRADORES, ¡SIN PEDIR...
youtube.com",,,4,27,https://twitter.com/ingrodolfohdez/status/1275944051494342662
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-06-24T16:20:05.000Z,Los Colombianos ahorraron para ser dueños de una casa y quieren convertirlos en inquilinos pagándoles un “arriendo” al que llaman: Renta vitalica!,,11,50,228,https://twitter.com/ingrodolfohdez/status/1275826037226713088
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-06-24T00:50:11.000Z,#Frasedeldia,,4,37,140,https://twitter.com/ingrodolfohdez/status/1275592019390291968
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-06-18T13:19:15.000Z,Aclaración.,,2,20,66,https://twitter.com/ingrodolfohdez/status/1273606201360764932
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-06-18T11:01:09.000Z,"Cada vez q hay un acto de corrupción evidente en cualquier lugar de Colombia, el Procurador sale enseguida en tv a decir q “los tiene bajo la lupa” hágame el favor!! esa lupa debe estar empañada pq los corruptos siguen robando a la vista de todo el mundo, y el “no los ve”.",,36,250,662,https://twitter.com/ingrodolfohdez/status/1273571447127015424
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-06-17T23:30:27.000Z,"Al Procurador no le gusta que se le hable duro a la corrupción me impone sanciones disciplinarias por hablar duro, por decir la verdad de frente, me impone sanciones disciplinarias a mí que no me robe ni un centavo.",,42,88,418,https://twitter.com/ingrodolfohdez/status/1273397628408139777
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-06-17T17:00:27.000Z,"Todo mi sueldo durante los 4 años de gestión doné mi sueldo para otorgar becas a los estudiantes pilos de Bucaramanga. Fueron más 1.000 millones de pesos donados y este Procurador me impone una multa de 77 millones sobre salarios q nunca recibí, así de cínicos son!",,6,31,149,https://twitter.com/ingrodolfohdez/status/1273299481719713794
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-06-17T17:00:27.000Z,"Hilo| En la resolución de la tercer sanción disciplinaria, el Procurador me multa con 77 millones de deducibles de mis salarios como Alcalde, ridículo! ridículo e ignorante porque debería saber q yo como Alcalde, además de q no me robé un peso, doné mi sueldo íntegro de Alcalde",,16,49,192,https://twitter.com/ingrodolfohdez/status/1273299479840555009
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-06-17T00:30:10.000Z,"CORRUPCIÓN: ¡TODO EL MUNDO LE QUIERE SACAR LAS PLUMAS AL ESTADO!
#IngRodolfoHernandez",,5,27,114,https://twitter.com/ingrodolfohdez/status/1273050267085418496
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-06-16T00:29:27.000Z,"LE DOY UNA IDEA PRESIDENTE: ¡APLÍQUESE USTED MISMO EL TRABAJO POR HORAS!1:13:45
1,5 mil espectadores
Ing Rodolfo Hernandez !
@ingrodolfohdez
LE DOY UNA IDEA PRESIDENTE: ¡APLÍQUESE USTED MISMO EL TRABAJO POR HORAS!
pscp.tv",,7,37,116,https://twitter.com/ingrodolfohdez/status/1272687697522352128
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-06-15T21:02:55.000Z,"Para los Colombianos: Reforma Laboral! para la corrupción y politiquería: choferes y gastos de representación 
@IvanDuque
 imponer la Reforma Laboral por decreto, es ilegal y anticonstitucional, estamos en democracia! ud no puede violar los derechos de los trabajadores!",,6,44,222,https://twitter.com/ingrodolfohdez/status/1272635725067018244
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-06-15T15:03:54.000Z,"Presidente usted está por hacer realidad el sueño de 
@AlvaroUribeVel
… cuál es el sueño de Uribe? q en Colombia el salario se pague por hrs trabajadas, ¡y q digan que no es así! q digan q no están introduciendo la Reforma Laboral aprovechando el Coronavirus!!!",,14,124,428,https://twitter.com/ingrodolfohdez/status/1272545372318154757
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-06-15T11:04:38.000Z,"HOY a las 7:30 pm por todas mis redes sociales, en el programa en vivo “Hable con el Ingeniero”, ¡los espero!",,3,10,66,https://twitter.com/ingrodolfohdez/status/1272485158785032193
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-06-15T11:02:48.000Z,Dónde están los créditos de los bancos? dónde está el estado apoyando a las pequeñas y medianas empresas y a los comerciantes y dueños de restaurantes para q puedan pagar arriendo y prima? todo al revés! esto es mezquino!,,22,102,426,https://twitter.com/ingrodolfohdez/status/1272484697906520069
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-06-14T23:01:51.000Z,"Para q sirven los 3 días sin IVA si nadie va a poder comprar nada? para q sirven los 3 días sin IVA sin prima? todo al revés! en lugar de impulsar el consumo, se le quita la plata de la prima a la gente, hágame el favor!!!!",,34,165,571,https://twitter.com/ingrodolfohdez/status/1272303267037446144
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-06-14T15:02:48.000Z,"Le recuerdo 
@IvanDuque
, que Colombia mantiene relaciones diplomáticas con EEUU, no con Donald Trump! no con el partido repúblicano, Si usted tiene simpatías con ellos me parece muy bien, pero deje a Colombia al margen de esos partidismos…",,3,47,221,https://twitter.com/ingrodolfohdez/status/1272182707737571328
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-06-12T23:01:42.000Z,"Los abuelitos que usted decidió 
@IvanDuque
 que no pueden salir hasta finales de agosto, necesitan salir para ganarse el sustento… si no salen se mueren de hambre!!!",,16,42,202,https://twitter.com/ingrodolfohdez/status/1271578450973921280
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-06-12T15:02:39.000Z,"Presidente Duque 
@IvanDuque
 : Si usted quiere tanto a los “abuelitos” -como dice- ¿por qué no les da una pensión básica?",,23,140,489,https://twitter.com/ingrodolfohdez/status/1271457896501579779
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-06-12T11:01:46.000Z,"A pesar del robo salvaje q ha sufrido Colombia durante años, todavía hay en las arcas recursos suficientes para aplicar la #RBU, si no lo hacen es pq no quieren! o pq siguen esperando q llueva plata de arriba para abajo, algo q no pasó nunca y mucho menos va a pasar ahora.",,,26,108,https://twitter.com/ingrodolfohdez/status/1271397274237775873
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-06-11T23:02:16.000Z,"Si no se hubieran robado tanto, tendríamos hospitales, respiradores, unidades de cuidados intensivos y el sistema de salud no dependería de donaciones para poder hacer las pruebas de #Coronavirus como está pasando en Cartagena y Barranquilla. ¡Sigan votando por los Char!",,12,82,319,https://twitter.com/ingrodolfohdez/status/1271216205945241600
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-06-11T15:10:26.000Z,"Se han robado lo q produjeron los Colombianos en los últimos 20 años, se robaron varios PIB, se robaron los millones de dólares q pidieron a la Banca Multilateral y también se van a robar los 11 mil millones q ahora le solicitan al Fondo Monetario Internacional, sin vergüenzas!!!",,13,97,303,https://twitter.com/ingrodolfohdez/status/1271097466113396736
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-06-11T11:40:10.000Z,"¡JAMÁS HARÉ ALIANZAS CON POLITIQUEROS CORRUPTOS, MI ALIANZA ES CON EL PUEBLO!

Ver:¡JAMÁS HARÉ ALIANZAS CON POLITIQUEROS CORRUPTOS, MI ALIANZA ES CON EL...
youtube.com",,17,42,165,https://twitter.com/ingrodolfohdez/status/1271044551889883137
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-06-11T11:05:24.000Z,"@IvanDuque
 deje las recetas neoliberales de lado, el único remedio para la reactivación es poner plata en el bolsillo de la gente!!! con la RBU - Renta Básica Universal",,1,5,12,https://twitter.com/ingrodolfohdez/status/1271035800701079552
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-06-11T00:16:05.000Z,"¡TAMBIÉN EN BOYACA SE ROBAN TODO, PORQUE COLOMBIA ES RICA!
@oscarjahir_0:48
1,5 mil reproducciones",,3,22,61,https://twitter.com/ingrodolfohdez/status/1270872395746816012
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-06-10T23:01:42.000Z,"Lo vengo diciendo, lo repito y lo sostengo! Esto se arregla de abajo para arriba y no de arriba para abajo!",,14,100,428,https://twitter.com/ingrodolfohdez/status/1270853677037821953
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-06-10T15:02:00.000Z,"La plata no escurre de arriba para abajo, la plata brota! brota de abajo para arriba, la plata en el bolsillo de la gente es un brote que hace florecer el consumo, si florece el consumo, si se reactiva el consumo. #EstadoDeBienestar",,2,21,84,https://twitter.com/ingrodolfohdez/status/1270732958098391040
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-06-10T11:01:04.000Z,"Sin consumo no hay producción, sin consumo no hay reactivación, sin consumo no hay economíaaaaaaaaaa!!!!!!!! Sr. Presidente 
@IvanDuque
 no espere que llueva plata de los ricos y les llegue a los pobres, es más fácil que llueva café que plata!!!",,13,66,309,https://twitter.com/ingrodolfohdez/status/1270672325277552640
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-06-10T00:54:45.000Z,¡EL PRESIDENTE TIENE QUE VIVIR Y ACTUAR COMO VIVE LA MEDIA DE LOS COLOMBIANOS!,,3,38,123,https://twitter.com/ingrodolfohdez/status/1270519739048177664
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-06-09T15:01:14.000Z,"Fui el primero en lanzar la propuesta de la RBU (Renta Básica Universal) a la que ahora se suma el partido verde y hasta el presidente de la ANDI,  pero el Presidente 
@IvanDuque
 no escucha o no entiende, sigue dandole plata a los ricos!",,15,85,326,https://twitter.com/ingrodolfohdez/status/1270370373398388736
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-06-09T12:36:24.000Z,"EL INGENIERO RODOLFO HERNÁNDEZ EN ENTREVISTA CON LA CRISTALINA ESTÉREO

Ver:EL INGENIERO RODOLFO HERNÁNDEZ EN ENTREVISTA CON LA CRISTALINA ESTÉREO
youtube.com",,2,3,25,https://twitter.com/ingrodolfohdez/status/1270333928424038401
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-06-09T00:36:08.000Z,"SR.PRESIDENTE: ES MÁS FÁCIL QUE LLUEVA CAFÉ, ¡QUE PLATA!Ing Rodolfo Hernandez !
@ingrodolfohdez
SR.PRESIDENTE: ES MÁS FÁCIL QUE LLUEVA CAFÉ, ¡QUE PLATA!
pscp.tv",,3,32,94,https://twitter.com/ingrodolfohdez/status/1270152666065166337
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-06-06T00:21:43.000Z,"SR.PRESIDENTE: ¡PREPÁRESE PARA PEDIRLE DISCULPAS AL “ABUELITO” BIDEN!

Ampliaremos este tema el próximo Lunes 8 de Junio a las 7:30 pm en todas mis redes sociales en el programa en vivo “Hable con el Ingeniero”  ¡Los espero!

Ver:SR.PRESIDENTE: ¡PREPÁRESE PARA PEDIRLE DISCULPAS AL “ABUELITO” BIDEN!
Ampliaremos este tema el próximo Lunes 8 de Junio a las 7:30 pm en todas mis redes sociales en el programa en vivo “Hable con el Ingeniero” 
youtube.com",,1,8,28,https://twitter.com/ingrodolfohdez/status/1269061873451905026
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-06-05T11:01:04.000Z,"Sr. Presidente 
@IvanDuque
 esto no se arregla de arriba para abajo como cree Carrasquila… Esto se arregla de abajo para arriba! por favor Presidente no insista con estas políticas neoliberales trasnochadas.",,14,109,391,https://twitter.com/ingrodolfohdez/status/1268860384347394048
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-06-04T11:00:49.000Z,"@IvanDuque
 quítele la billetera al irresponsable de Carrasquilla, este hombre vive en un mundo que ya no existe!! quiere arreglar todo con deuda pública y más impuestos, impuestos para los pobres! impuestos para la clase media! reforma laboral!",,4,16,55,https://twitter.com/ingrodolfohdez/status/1268497931910463490
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-06-04T00:50:31.000Z,"¡ESCUCHEN COLOMBIANOS! “EL RETO DEMOCRÁTICO"" QUE PROPONGO ES UN DESAFÍO AL PODER FINANCIERO PARA QUE AL PRÓXIMO PRESIDENTE ¡NO LO ELIJAN LOS BANCOS!

Ver:¡ESCUCHEN COLOMBIANOS! “EL RETO DEMOCRÁTICO"" QUE PROPONGO ES:
UN DESAFÍO AL PODER FINANCIERO PARA QUE AL PRÓXIMO PRESIDENTE ¡NO LO ELIJAN LOS BANCOS!
youtube.com",,10,53,178,https://twitter.com/ingrodolfohdez/status/1268344346375577602
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-06-03T11:00:43.000Z,"Carrasquilla dice: “Renta básica para hogares sí, pero no en esta emergencia”. Si, pero no! así es todo en su gobierno 
@IvanDuque
: “si…pero no”.",,14,108,312,https://twitter.com/ingrodolfohdez/status/1268135518556041217
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-06-02T23:58:29.000Z,"¡UN LIVE MUY SANTANDEREANO! EL ING. RODOLFO HERNÁNDEZ EN ENTREVISTA CON 
@danielapachon
 

Ver:¡UN LIVE MUY SANTANDEREANO! EL ING. RODOLFO HERNÁNDEZ EN ENTREVISTA...
youtube.com",,1,3,26,https://twitter.com/ingrodolfohdez/status/1267968865822220289
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-06-02T17:20:03.000Z,Para presentarse a las elecciones sin condicionamientos ni ataduras. Con un solo compromiso: El compromiso con el pueblo de Colombia!.,,,10,37,https://twitter.com/ingrodolfohdez/status/1267868594127413249
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-06-02T17:20:03.000Z,"Las grandes corporaciones y los grandes contratistas. El #RetoDemocrático2022 es que el nuevo Presidente de Colombia sea elegido por los Colombianos, no por los bancos, el reto es que todos los candidatos busquen el aporte de sus seguidores ",,2,16,48,https://twitter.com/ingrodolfohdez/status/1267868593120841734
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-06-02T17:20:02.000Z,Es un desafío al poder financiero que es el que nos ha estado eligiendo a los presidentes y los congresistas en los últimos 20 años. El #RetoDemocrático2022 es convocar a todos los candidatos independientes para que renuncien a recibir financiación de los bancos ,,1,5,29,https://twitter.com/ingrodolfohdez/status/1267868592139272198
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-06-02T17:20:02.000Z,"Hilo | La semana pasada puse en la mesa mi propuesta: El #RetoDemocrático2022, si los Colombianos quieren salir de esta dictadura de la corrupción, deben salir primero de los que financian sus campañas ",,9,43,129,https://twitter.com/ingrodolfohdez/status/1267868590159659008
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-06-02T00:39:34.000Z,"SR. PRESIDENTE: ¡SALVE LA ECONOMÍA QUÍTELE LA BILLETERA A CARRASQUILLA!Ing Rodolfo Hernandez !
@ingrodolfohdez
SR. PRESIDENTE: ¡SALVE LA ECONOMÍA QUÍTELE LA BILLETERA A CARRASQUILLA!
pscp.tv",,4,30,81,https://twitter.com/ingrodolfohdez/status/1267616816064413696
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-06-02T00:29:18.000Z,"SR. PRESIDENTE: ¡SALVE LA ECONOMÍA QUÍTELE LA BILLETERA A CARRASQUILLA!Ing Rodolfo Hernandez !
@ingrodolfohdez
SR. PRESIDENTE: ¡SALVE LA ECONOMÍA QUÍTELE LA BILLETERA A CARRASQUILLA!
pscp.tv",,3,36,125,https://twitter.com/ingrodolfohdez/status/1267614230401843200
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-06-01T14:28:04.000Z,HOY “HABLE CON EL INGENIERO”  a las 7:30 am ¡Los espero!,,,7,42,https://twitter.com/ingrodolfohdez/status/1267462927717740549
Ing Rodolfo Hernandez !,@ingrodolfohdez,2020-06-01T11:01:28.000Z,"Lo único q tenemos es un sistema de salud “enfermo”, 15 millones de Colombianos pobres y un virus q se ensaña con ellos; lo único q tenemos es miseria, desolación y ruina, politiquería, robadera y corrupción, y esto no es por el virus, ¡esto viene sucediendo hace 20 años!",,34,106,369,https://twitter.com/ingrodolfohdez/status/1267410931690192896
